po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty,delivery_days_late,is_late,fill_rate,defect_rate,purchase_value,landed_cost,data_complete
PO003712,2024-04-02,S016,P0118,W03,10,10,531.0,351.58,2024-04-17,2024-04-15,1,-2.0,0,1.0,0.1,5310.0,5661.58,True
PO003713,2025-05-29,S025,P0098,W02,10,10,646.35,300.46,2025-06-24,2025-06-24,0,0.0,0,1.0,0.0,6463.5,6763.96,True
PO003714,2025-07-03,S021,P0104,W01,155,151,765.49,7814.01,2025-08-01,2025-08-02,3,1.0,1,0.9741935483870968,0.019867549668874173,118650.95,126464.95999999999,True
PO003715,2024-01-22,S006,P0094,W01,95,93,143.55,869.3,2024-01-28,2024-02-03,1,6.0,1,0.9789473684210527,0.010752688172043012,13637.250000000002,14506.550000000001,True
PO003716,2025-01-06,S022,P0061,W02,44,43,282.04,818.5,2025-01-16,2025-01-13,0,-3.0,0,0.9772727272727273,0.0,12409.76,13228.26,True
PO003717,2024-02-29,S009,P0082,W01,73,72,234.99,550.66,2024-03-28,2024-03-31,4,3.0,1,0.9863013698630136,0.05555555555555555,17154.27,17704.93,True
PO003718,2025-06-12,S016,P0101,W02,101,100,662.0,1662.5,2025-06-27,2025-06-24,0,-3.0,0,0.9900990099009901,0.0,66862.0,68524.5,True
PO003719,2025-09-01,S006,P0027,W04,13,13,910.96,674.37,2025-09-07,2025-09-07,2,0.0,0,1.0,0.15384615384615385,11842.48,12516.85,True
PO003720,2025-09-27,S014,P0018,W01,125,122,144.14,599.75,2025-10-31,2025-10-28,3,-3.0,0,0.976,0.02459016393442623,18017.5,18617.25,True
PO003721,2025-03-13,S017,P0032,W02,12,12,470.25,190.7,2025-04-15,2025-04-21,1,6.0,1,1.0,0.08333333333333333,5643.0,5833.7,True
PO003722,2025-04-04,S023,P0064,W01,144,141,889.75,3756.9,2025-04-23,2025-04-20,0,-3.0,0,0.9791666666666666,0.0,128124.0,131880.9,True
PO003723,2025-11-08,S024,P0095,W01,18,18,21.13,23.31,2025-11-17,2025-11-17,0,0.0,0,1.0,0.0,380.34,403.65,True
PO003724,2025-03-23,S021,P0055,W04,175,172,530.67,6031.59,2025-04-21,2025-04-29,1,8.0,1,0.9828571428571429,0.005813953488372093,92867.25,98898.84,True
PO003725,2024-11-22,S014,P0118,W03,59,57,531.0,512.23,2024-12-26,2024-12-31,2,5.0,1,0.9661016949152542,0.03508771929824561,31329.0,31841.23,True
PO003726,2025-07-05,S023,P0039,W01,115,113,421.45,3437.82,2025-07-24,2025-07-21,2,-3.0,0,0.9826086956521739,0.017699115044247787,48466.75,51904.57,True
PO003727,2025-03-07,S003,P0056,W01,87,86,357.41,1823.08,2025-03-23,2025-03-20,1,-3.0,0,0.9885057471264368,0.011627906976744186,31094.670000000002,32917.75,True
PO003728,2025-09-07,S025,P0111,W01,194,184,291.49,1584.96,2025-10-03,2025-09-30,1,-3.0,0,0.9484536082474226,0.005434782608695652,56549.060000000005,58134.020000000004,True
PO003729,2025-01-18,S006,P0021,W02,175,170,168.7,1670.42,2025-01-24,2025-01-28,2,4.0,1,0.9714285714285714,0.011764705882352941,29522.499999999996,31192.92,True
PO003730,2025-09-27,S011,P0100,W04,210,204,484.96,5011.78,2025-10-30,2025-10-27,3,-3.0,0,0.9714285714285714,0.014705882352941176,101841.59999999999,106853.37999999999,True
PO003731,2024-02-02,S023,P0019,W01,158,153,105.41,1166.81,2024-02-21,2024-02-18,6,-3.0,0,0.9683544303797469,0.0392156862745098,16654.78,17821.59,True
PO003732,2024-01-27,S018,P0109,W02,214,207,881.76,10665.26,2024-02-12,2024-02-09,4,-3.0,0,0.9672897196261683,0.01932367149758454,188696.63999999998,199361.9,True
PO003733,2024-03-13,S022,P0039,W01,53,53,421.45,910.05,2024-03-23,2024-03-20,0,-3.0,0,1.0,0.0,22336.85,23246.899999999998,True
PO003734,2025-02-10,S018,P0077,W04,73,73,359.99,642.25,2025-02-26,2025-03-04,1,6.0,1,1.0,0.0136986301369863,26279.27,26921.52,True
PO003735,2025-06-02,S016,P0086,W04,179,175,176.87,1985.7,2025-06-17,2025-06-14,4,-3.0,0,0.9776536312849162,0.022857142857142857,31659.73,33645.43,True
PO003736,2024-06-07,S005,P0046,W02,11,11,641.25,516.83,2024-06-27,2024-06-24,0,-3.0,0,1.0,0.0,7053.75,7570.58,True
PO003737,2024-04-23,S025,P0067,W01,43,43,417.86,1126.66,2024-05-19,2024-05-25,0,6.0,1,1.0,0.0,17967.98,19094.64,True
PO003738,2025-09-20,S016,P0091,W03,158,152,740.32,6751.84,2025-10-05,2025-10-03,4,-2.0,0,0.9620253164556962,0.02631578947368421,116970.56000000001,123722.40000000001,True
PO003739,2025-07-02,S017,P0106,W03,90,84,704.12,4363.03,2025-08-04,2025-08-10,5,6.0,1,0.9333333333333333,0.05952380952380952,63370.8,67733.83,True
PO003740,2025-04-18,S011,P0014,W01,59,57,399.69,1363.02,2025-05-21,2025-05-18,0,-3.0,0,0.9661016949152542,0.0,23581.71,24944.73,True
PO003741,2024-12-22,S024,P0060,W04,70,70,905.63,4636.58,2024-12-31,2024-12-31,2,0.0,0,1.0,0.02857142857142857,63394.1,68030.68,True
PO003742,2024-11-03,S012,P0103,W04,170,168,196.19,1438.08,2024-12-01,2024-11-29,7,-2.0,0,0.9882352941176471,0.041666666666666664,33352.3,34790.380000000005,True
PO003743,2024-01-16,S005,P0067,W01,108,104,417.86,2661.48,2024-02-05,2024-02-02,1,-3.0,0,0.9629629629629629,0.009615384615384616,45128.880000000005,47790.36000000001,True
PO003744,2024-05-17,S005,P0004,W01,6,5,553.62,165.81,2024-06-06,2024-06-03,0,-3.0,0,0.8333333333333334,0.0,3321.7200000000003,3487.53,True
PO003745,2025-10-17,S018,P0016,W03,116,112,473.34,1274.27,2025-11-02,2025-11-02,1,0.0,0,0.9655172413793104,0.008928571428571428,54907.439999999995,56181.70999999999,True
PO003746,2024-09-04,S019,P0099,W01,172,167,122.77,635.8,2024-09-11,2024-09-08,2,-3.0,0,0.9709302325581395,0.011976047904191617,21116.44,21752.239999999998,True
PO003747,2025-05-30,S006,P0051,W02,40,40,109.49,163.04,2025-06-05,2025-06-02,2,-3.0,0,1.0,0.05,4379.599999999999,4542.639999999999,True
PO003748,2025-05-29,S018,P0085,W02,20,19,152.39,89.65,2025-06-14,2025-06-15,1,1.0,1,0.95,0.05263157894736842,3047.7999999999997,3137.45,True
PO003749,2024-08-14,S025,P0108,W01,139,133,124.58,350.23,2024-09-09,2024-09-06,0,-3.0,0,0.9568345323741008,0.0,17316.62,17666.85,True
PO003750,2024-05-29,S014,P0011,W02,194,191,558.22,1635.69,2024-07-02,2024-06-29,4,-3.0,0,0.9845360824742269,0.020942408376963352,108294.68000000001,109930.37000000001,True
PO003751,2025-05-20,S025,P0055,W01,20,19,530.67,408.43,2025-06-15,2025-06-21,0,6.0,1,0.95,0.0,10613.4,11021.83,True
PO003752,2024-03-09,S004,P0018,W04,145,144,144.14,514.49,2024-03-28,2024-04-06,2,9.0,1,0.993103448275862,0.013888888888888888,20900.3,21414.79,True
PO003753,2024-12-27,S011,P0102,W01,172,167,555.41,7069.63,2025-01-29,2025-01-26,4,-3.0,0,0.9709302325581395,0.023952095808383235,95530.51999999999,102600.15,True
PO003754,2025-10-11,S014,P0055,W02,39,37,530.67,906.33,2025-11-14,2025-11-11,0,-3.0,0,0.9487179487179487,0.0,20696.129999999997,21602.46,True
PO003755,2025-06-03,S009,P0106,W04,60,60,704.12,2765.78,2025-07-01,2025-07-07,2,6.0,1,1.0,0.03333333333333333,42247.2,45012.979999999996,True
PO003756,2025-07-12,S003,P0036,W02,114,109,259.49,1313.03,2025-07-28,2025-07-30,4,2.0,1,0.956140350877193,0.03669724770642202,29581.86,30894.89,True
PO003757,2024-03-01,S012,P0018,W04,136,134,144.14,831.37,2024-03-29,2024-03-26,1,-3.0,0,0.9852941176470589,0.007462686567164179,19603.039999999997,20434.409999999996,True
PO003758,2024-05-26,S009,P0105,W03,113,112,681.91,4517.45,2024-06-23,2024-06-30,3,7.0,1,0.9911504424778761,0.026785714285714284,77055.83,81573.28,True
PO003759,2024-07-20,S006,P0074,W01,44,44,305.61,922.91,2024-07-26,2024-07-23,0,-3.0,0,1.0,0.0,13446.84,14369.75,True
PO003760,2024-08-01,S010,P0024,W01,193,189,334.75,2165.88,2024-08-27,2024-08-24,2,-3.0,0,0.9792746113989638,0.010582010582010581,64606.75,66772.63,True
PO003761,2024-05-21,S011,P0084,W02,95,92,790.91,2694.69,2024-06-23,2024-06-20,2,-3.0,0,0.968421052631579,0.021739130434782608,75136.45,77831.14,True
PO003762,2025-12-11,S023,P0051,W02,119,118,109.49,819.28,2025-12-30,2025-12-31,1,1.0,1,0.9915966386554622,0.00847457627118644,13029.31,13848.59,True
PO003763,2024-04-30,S013,P0006,W04,120,118,814.93,2796.26,2024-05-16,2024-05-14,0,-2.0,0,0.9833333333333333,0.0,97791.59999999999,100587.85999999999,True
PO003764,2025-06-01,S011,P0032,W02,123,117,470.25,4273.91,2025-07-04,2025-07-09,3,5.0,1,0.9512195121951219,0.02564102564102564,57840.75,62114.66,True
PO003765,2025-03-04,S010,P0091,W03,67,66,740.32,3026.16,2025-03-30,2025-03-28,0,-2.0,0,0.9850746268656716,0.0,49601.44,52627.600000000006,True
PO003766,2025-03-22,S015,P0016,W01,73,70,473.34,1319.55,2025-04-08,2025-04-05,0,-3.0,0,0.958904109589041,0.0,34553.82,35873.37,True
PO003767,2024-06-05,S007,P0041,W03,34,34,786.37,620.93,2024-06-26,2024-07-01,1,5.0,1,1.0,0.029411764705882353,26736.58,27357.510000000002,True
PO003768,2024-08-12,S022,P0032,W03,161,158,470.25,4464.76,2024-08-22,2024-08-21,5,-1.0,0,0.9813664596273292,0.03164556962025317,75710.25,80175.01,True
PO003769,2025-03-19,S011,P0088,W02,72,68,831.84,2434.54,2025-04-21,2025-04-20,3,-1.0,0,0.9444444444444444,0.04411764705882353,59892.48,62327.020000000004,True
PO003770,2024-08-06,S011,P0104,W02,15,15,765.49,609.13,2024-09-08,2024-09-06,0,-2.0,0,1.0,0.0,11482.35,12091.48,True
PO003771,2025-05-22,S002,P0095,W02,15,15,21.13,6.99,2025-06-02,2025-05-31,0,-2.0,0,1.0,0.0,316.95,323.94,True
PO003772,2024-01-29,S023,P0086,W01,213,208,176.87,693.32,2024-02-17,2024-02-14,5,-3.0,0,0.9765258215962441,0.02403846153846154,37673.31,38366.63,True
PO003773,2024-02-23,S012,P0011,W02,96,92,558.22,1576.38,2024-03-22,2024-03-19,0,-3.0,0,0.9583333333333334,0.0,53589.12,55165.5,True
PO003774,2025-06-16,S004,P0110,W02,135,130,382.52,1962.44,2025-07-05,2025-07-11,3,6.0,1,0.9629629629629629,0.023076923076923078,51640.2,53602.64,True
PO003775,2025-03-26,S005,P0020,W01,119,117,561.56,1914.27,2025-04-15,2025-04-14,3,-1.0,0,0.9831932773109243,0.02564102564102564,66825.64,68739.91,True
PO003776,2024-02-01,S010,P0049,W04,186,183,692.83,4315.69,2024-02-27,2024-03-01,5,3.0,1,0.9838709677419355,0.0273224043715847,128866.38,133182.07,True
PO003777,2025-10-19,S020,P0100,W01,195,191,484.96,6045.97,2025-11-07,2025-11-11,3,4.0,1,0.9794871794871794,0.015706806282722512,94567.2,100613.17,True
PO003778,2024-01-04,S003,P0029,W02,172,172,745.34,2568.48,2024-01-20,2024-01-20,5,0.0,0,1.0,0.029069767441860465,128198.48000000001,130766.96,True
PO003779,2025-11-29,S004,P0027,W01,216,207,910.96,9290.78,2025-12-18,2025-12-18,0,0.0,0,0.9583333333333334,0.0,196767.36000000002,206058.14,True
PO003780,2025-06-17,S015,P0004,W04,51,51,553.62,1080.72,2025-07-04,2025-07-01,0,-3.0,0,1.0,0.0,28234.62,29315.34,True
PO003781,2025-12-23,S013,P0043,W03,101,100,140.11,493.18,2026-01-08,2026-01-05,2,-3.0,0,0.9900990099009901,0.02,14151.11,14644.29,True
PO003782,2025-11-24,S024,P0060,W01,67,64,905.63,2701.52,2025-12-03,2025-12-08,5,5.0,1,0.9552238805970149,0.078125,60677.21,63378.729999999996,True
PO003783,2024-08-16,S019,P0057,W02,184,177,789.66,10376.38,2024-08-23,2024-08-20,1,-3.0,0,0.9619565217391305,0.005649717514124294,145297.44,155673.82,True
PO003784,2025-07-07,S017,P0005,W02,64,63,174.52,667.73,2025-08-09,2025-08-15,3,6.0,1,0.984375,0.047619047619047616,11169.28,11837.01,True
PO003785,2024-06-03,S009,P0025,W03,175,169,564.64,5296.9,2024-07-01,2024-07-04,17,3.0,1,0.9657142857142857,0.10059171597633136,98812.0,104108.9,True
PO003786,2024-12-10,S016,P0001,W01,53,50,437.34,1679.19,2024-12-25,2024-12-31,2,6.0,1,0.9433962264150944,0.04,23179.02,24858.21,True
PO003787,2024-06-24,S015,P0027,W01,153,150,910.96,5129.99,2024-07-11,2024-07-09,2,-2.0,0,0.9803921568627451,0.013333333333333334,139376.88,144506.87,True
PO003788,2024-12-21,S007,P0073,W03,8,8,496.76,236.87,2025-01-11,2025-01-10,0,-1.0,0,1.0,0.0,3974.08,4210.95,True
PO003789,2025-09-29,S010,P0002,W01,174,170,198.63,880.35,2025-10-25,2025-10-23,2,-2.0,0,0.9770114942528736,0.011764705882352941,34561.62,35441.97,True
PO003790,2024-11-14,S024,P0020,W03,182,174,561.56,1918.81,2024-11-23,2024-11-24,2,1.0,1,0.9560439560439561,0.011494252873563218,102203.91999999998,104122.72999999998,True
PO003791,2024-03-08,S014,P0066,W03,126,124,50.31,300.15,2024-04-11,2024-04-08,2,-3.0,0,0.9841269841269841,0.016129032258064516,6339.06,6639.21,True
PO003792,2024-08-25,S012,P0068,W01,120,120,942.82,6844.34,2024-09-22,2024-09-26,1,4.0,1,1.0,0.008333333333333333,113138.40000000001,119982.74,True
PO003793,2025-07-28,S020,P0108,W03,103,102,124.58,699.69,2025-08-16,2025-08-20,2,4.0,1,0.9902912621359223,0.0196078431372549,12831.74,13531.43,True
PO003794,2025-01-16,S007,P0069,W01,132,130,847.96,4166.46,2025-02-06,2025-02-04,1,-2.0,0,0.9848484848484849,0.007692307692307693,111930.72,116097.18000000001,True
PO003795,2025-02-13,S006,P0112,W02,126,123,468.25,4121.05,2025-02-19,2025-02-16,2,-3.0,0,0.9761904761904762,0.016260162601626018,58999.5,63120.55,True
PO003796,2024-11-11,S025,P0087,W01,110,109,572.62,2277.81,2024-12-07,2024-12-08,2,1.0,1,0.990909090909091,0.01834862385321101,62988.2,65266.009999999995,True
PO003797,2024-08-02,S021,P0067,W01,116,116,417.86,1874.01,2024-08-31,2024-08-28,3,-3.0,0,1.0,0.02586206896551724,48471.76,50345.770000000004,True
PO003798,2025-03-13,S011,P0046,W01,31,30,641.25,476.05,2025-04-15,2025-04-20,0,5.0,1,0.967741935483871,0.0,19878.75,20354.8,True
PO003799,2025-04-07,S024,P0014,W03,105,103,399.69,2934.89,2025-04-16,2025-04-22,2,6.0,1,0.9809523809523809,0.019417475728155338,41967.45,44902.34,True
PO003800,2025-10-18,S010,P0085,W02,98,92,152.39,301.37,2025-11-13,2025-11-16,3,3.0,1,0.9387755102040817,0.03260869565217391,14934.22,15235.59,True
PO003801,2025-03-27,S017,P0113,W01,197,192,632.42,7117.23,2025-04-29,2025-04-30,13,1.0,1,0.9746192893401016,0.06770833333333333,124586.73999999999,131703.97,True
PO003802,2025-12-28,S001,P0044,W04,68,67,529.9,1137.43,2026-01-25,2026-01-22,0,-3.0,0,0.9852941176470589,0.0,36033.2,37170.63,True
PO003803,2025-08-27,S018,P0043,W03,213,209,140.11,1091.39,2025-09-12,2025-09-09,4,-3.0,0,0.9812206572769953,0.019138755980861243,29843.430000000004,30934.820000000003,True
PO003804,2024-02-27,S005,P0012,W01,196,184,620.16,3570.77,2024-03-18,2024-03-15,4,-3.0,0,0.9387755102040817,0.021739130434782608,121551.36,125122.13,True
PO003805,2024-10-13,S007,P0072,W03,173,167,849.63,5444.95,2024-11-03,2024-11-01,1,-2.0,0,0.9653179190751445,0.005988023952095809,146985.99,152430.94,True
PO003806,2024-10-08,S021,P0038,W01,155,153,498.47,2824.5,2024-11-06,2024-11-07,4,1.0,1,0.9870967741935484,0.026143790849673203,77262.85,80087.35,True
PO003807,2024-01-03,S006,P0002,W01,73,70,198.63,915.71,2024-01-09,2024-01-09,0,0.0,0,0.958904109589041,0.0,14499.99,15415.7,True
PO003808,2024-05-12,S013,P0001,W01,39,38,437.34,1233.09,2024-05-28,2024-06-01,2,4.0,1,0.9743589743589743,0.05263157894736842,17056.26,18289.35,True
PO003809,2025-07-11,S024,P0041,W04,174,169,786.37,2839.31,2025-07-20,2025-07-18,2,-2.0,0,0.9712643678160919,0.011834319526627219,136828.38,139667.69,True
PO003810,2024-09-14,S024,P0056,W02,155,151,357.41,1423.14,2024-09-23,2024-09-20,1,-3.0,0,0.9741935483870968,0.006622516556291391,55398.55,56821.69,True
PO003811,2024-04-18,S012,P0055,W04,183,180,530.67,6287.1,2024-05-16,2024-05-13,3,-3.0,0,0.9836065573770492,0.016666666666666666,97112.60999999999,103399.70999999999,True
PO003812,2024-07-29,S003,P0089,W04,122,120,193.04,1426.29,2024-08-14,2024-08-13,2,-1.0,0,0.9836065573770492,0.016666666666666666,23550.879999999997,24977.17,True
PO003813,2024-07-19,S008,P0064,W01,198,196,889.75,9182.56,2024-07-28,2024-07-25,4,-3.0,0,0.98989898989899,0.02040816326530612,176170.5,185353.06,True
PO003814,2024-05-07,S016,P0095,W01,22,21,21.13,15.17,2024-05-22,2024-05-19,0,-3.0,0,0.9545454545454546,0.0,464.85999999999996,480.03,True
PO003815,2024-03-14,S009,P0036,W03,28,28,259.49,205.99,2024-04-11,2024-04-15,0,4.0,1,1.0,0.0,7265.72,7471.71,True
PO003816,2025-07-12,S018,P0028,W02,19,19,462.33,628.78,2025-07-28,2025-07-25,0,-3.0,0,1.0,0.0,8784.27,9413.050000000001,True
PO003817,2025-08-25,S025,P0065,W01,74,74,163.06,360.94,2025-09-20,2025-09-21,1,1.0,1,1.0,0.013513513513513514,12066.44,12427.380000000001,True
PO003818,2024-12-28,S016,P0013,W01,36,34,87.55,99.61,2025-01-12,2025-01-11,0,-1.0,0,0.9444444444444444,0.0,3151.7999999999997,3251.41,True
PO003819,2025-03-25,S016,P0092,W01,13,13,923.46,418.75,2025-04-09,2025-04-14,0,5.0,1,1.0,0.0,12004.98,12423.73,True
PO003820,2025-11-02,S014,P0023,W01,179,172,555.36,5576.75,2025-12-06,2025-12-03,2,-3.0,0,0.9608938547486033,0.011627906976744186,99409.44,104986.19,True
PO003821,2025-09-07,S005,P0110,W01,38,37,382.52,703.52,2025-09-27,2025-10-01,0,4.0,1,0.9736842105263158,0.0,14535.759999999998,15239.279999999999,True
PO003822,2024-01-24,S015,P0119,W01,183,176,605.2,6569.14,2024-02-10,2024-02-07,4,-3.0,0,0.9617486338797814,0.022727272727272728,110751.6,117320.74,True
PO003823,2025-11-27,S024,P0065,W02,143,141,163.06,1207.93,2025-12-06,2025-12-05,2,-1.0,0,0.986013986013986,0.014184397163120567,23317.58,24525.510000000002,True
PO003824,2024-02-18,S018,P0038,W01,135,132,498.47,4029.62,2024-03-05,2024-03-05,2,0.0,0,0.9777777777777777,0.015151515151515152,67293.45,71323.06999999999,True
PO003825,2024-01-20,S019,P0041,W04,30,30,786.37,1588.1,2024-01-27,2024-01-30,1,3.0,1,1.0,0.03333333333333333,23591.1,25179.199999999997,True
PO003826,2024-10-21,S022,P0052,W04,8,8,870.88,332.73,2024-10-31,2024-11-05,0,5.0,1,1.0,0.0,6967.04,7299.77,True
PO003827,2025-06-29,S010,P0058,W01,35,35,769.37,808.84,2025-07-25,2025-07-28,0,3.0,1,1.0,0.0,26927.95,27736.79,True
PO003828,2024-02-28,S009,P0010,W04,73,71,598.92,1712.98,2024-03-27,2024-04-02,4,6.0,1,0.9726027397260274,0.056338028169014086,43721.159999999996,45434.14,True
PO003829,2024-08-02,S025,P0024,W01,210,206,334.75,1721.66,2024-08-28,2024-09-04,2,7.0,1,0.9809523809523809,0.009708737864077669,70297.5,72019.16,True
PO003830,2024-07-11,S012,P0095,W01,91,89,21.13,135.36,2024-08-08,2024-08-09,2,1.0,1,0.978021978021978,0.02247191011235955,1922.83,2058.19,True
PO003831,2024-10-17,S019,P0007,W02,55,55,722.53,1640.17,2024-10-24,2024-10-21,1,-3.0,0,1.0,0.01818181818181818,39739.15,41379.32,True
PO003832,2025-12-21,S016,P0054,W01,66,65,43.24,185.89,2026-01-05,2026-01-05,1,0.0,0,0.9848484848484849,0.015384615384615385,2853.84,3039.73,True
PO003833,2024-08-30,S004,P0106,W02,76,74,704.12,3823.99,2024-09-18,2024-09-23,1,5.0,1,0.9736842105263158,0.013513513513513514,53513.12,57337.11,True
PO003834,2024-06-01,S008,P0011,W01,129,127,558.22,2633.14,2024-06-10,2024-06-07,1,-3.0,0,0.9844961240310077,0.007874015748031496,72010.38,74643.52,True
PO003835,2024-03-30,S009,P0112,W03,178,171,468.25,1889.65,2024-04-27,2024-05-07,11,10.0,1,0.9606741573033708,0.06432748538011696,83348.5,85238.15,True
PO003836,2024-05-24,S005,P0057,W04,18,17,789.66,879.23,2024-06-13,2024-06-12,1,-1.0,0,0.9444444444444444,0.058823529411764705,14213.88,15093.109999999999,True
PO003837,2024-04-07,S020,P0051,W04,171,168,109.49,946.63,2024-04-26,2024-04-23,2,-3.0,0,0.9824561403508771,0.011904761904761904,18722.79,19669.420000000002,True
PO003838,2025-02-23,S025,P0086,W03,9,8,176.87,95.1,2025-03-21,2025-03-26,0,5.0,1,0.8888888888888888,0.0,1591.83,1686.9299999999998,True
PO003839,2024-11-03,S025,P0094,W03,74,69,143.55,403.0,2024-11-29,2024-11-26,3,-3.0,0,0.9324324324324325,0.043478260869565216,10622.7,11025.7,True
PO003840,2024-12-30,S005,P0057,W04,131,128,789.66,1592.28,2025-01-19,2025-01-16,3,-3.0,0,0.9770992366412213,0.0234375,103445.45999999999,105037.73999999999,True
PO003841,2025-08-31,S012,P0010,W01,27,27,598.92,1014.03,2025-09-28,2025-09-25,0,-3.0,0,1.0,0.0,16170.839999999998,17184.87,True
PO003842,2025-02-28,S006,P0117,W02,61,59,31.42,136.63,2025-03-06,2025-03-06,0,0.0,0,0.9672131147540983,0.0,1916.6200000000001,2053.25,True
PO003843,2024-04-23,S002,P0002,W01,142,138,198.63,1901.01,2024-05-04,2024-05-04,3,0.0,0,0.971830985915493,0.021739130434782608,28205.46,30106.469999999998,True
PO003844,2024-10-02,S016,P0105,W03,152,145,681.91,6288.92,2024-10-17,2024-10-14,3,-3.0,0,0.9539473684210527,0.020689655172413793,103650.31999999999,109939.23999999999,True
PO003845,2024-08-16,S022,P0053,W04,22,22,224.86,168.46,2024-08-26,2024-08-23,0,-3.0,0,1.0,0.0,4946.92,5115.38,True
PO003846,2025-08-27,S002,P0062,W01,172,167,493.18,2678.23,2025-09-07,2025-09-05,2,-2.0,0,0.9709302325581395,0.011976047904191617,84826.96,87505.19,True
PO003847,2024-08-12,S017,P0092,W01,92,88,923.46,2924.04,2024-09-14,2024-09-15,3,1.0,1,0.9565217391304348,0.03409090909090909,84958.32,87882.36,True
PO003848,2024-04-11,S001,P0113,W03,136,132,632.42,4504.87,2024-05-09,2024-05-11,2,2.0,1,0.9705882352941176,0.015151515151515152,86009.12,90513.98999999999,True
PO003849,2025-06-22,S022,P0019,W02,50,49,105.41,312.48,2025-07-02,2025-07-08,0,6.0,1,0.98,0.0,5270.5,5582.98,True
PO003850,2024-11-09,S002,P0098,W03,217,210,646.35,5804.31,2024-11-20,2024-11-19,2,-1.0,0,0.967741935483871,0.009523809523809525,140257.95,146062.26,True
PO003851,2024-03-11,S011,P0080,W01,168,159,255.24,1840.05,2024-04-13,2024-04-13,0,0.0,0,0.9464285714285714,0.0,42880.32,44720.37,True
PO003852,2025-05-19,S004,P0045,W01,143,141,110.28,793.95,2025-06-07,2025-06-14,4,7.0,1,0.986013986013986,0.028368794326241134,15770.04,16563.99,True
PO003853,2024-06-02,S011,P0052,W02,44,42,870.88,1096.96,2024-07-05,2024-07-10,0,5.0,1,0.9545454545454546,0.0,38318.72,39415.68,True
PO003854,2025-09-26,S011,P0093,W03,171,166,479.7,6001.56,2025-10-29,2025-11-06,2,8.0,1,0.9707602339181286,0.012048192771084338,82028.7,88030.26,True
PO003855,2025-08-31,S014,P0017,W02,86,84,318.73,867.35,2025-10-04,2025-10-01,0,-3.0,0,0.9767441860465116,0.0,27410.780000000002,28278.13,True
PO003856,2024-09-27,S021,P0061,W01,142,140,282.04,2954.6,2024-10-26,2024-10-24,0,-2.0,0,0.9859154929577465,0.0,40049.68,43004.28,True
PO003857,2025-02-10,S025,P0087,W03,144,141,572.62,1756.13,2025-03-08,2025-03-10,0,2.0,1,0.9791666666666666,0.0,82457.28,84213.41,True
PO003858,2025-02-19,S009,P0065,W01,178,173,163.06,1430.64,2025-03-19,2025-03-28,6,9.0,1,0.9719101123595506,0.03468208092485549,29024.68,30455.32,True
PO003859,2025-04-22,S024,P0054,W03,184,181,43.24,526.6,2025-05-01,2025-04-28,3,-3.0,0,0.9836956521739131,0.016574585635359115,7956.160000000001,8482.76,True
PO003860,2024-02-20,S011,P0063,W01,88,86,249.12,470.92,2024-03-24,2024-03-21,1,-3.0,0,0.9772727272727273,0.011627906976744186,21922.56,22393.48,True
PO003861,2024-08-25,S003,P0062,W01,22,22,493.18,554.56,2024-09-10,2024-09-07,0,-3.0,0,1.0,0.0,10849.960000000001,11404.52,True
PO003862,2024-05-04,S016,P0097,W04,98,95,132.18,288.12,2024-05-19,2024-05-18,3,-1.0,0,0.9693877551020408,0.031578947368421054,12953.640000000001,13241.760000000002,True
PO003863,2025-05-24,S019,P0099,W03,91,88,122.77,306.69,2025-05-31,2025-05-28,1,-3.0,0,0.967032967032967,0.011363636363636364,11172.07,11478.76,True
PO003864,2024-02-20,S008,P0111,W02,77,74,291.49,512.74,2024-02-29,2024-02-26,2,-3.0,0,0.961038961038961,0.02702702702702703,22444.73,22957.47,True
PO003865,2025-01-12,S015,P0009,W03,110,110,415.03,1690.8,2025-01-29,2025-01-26,1,-3.0,0,1.0,0.00909090909090909,45653.299999999996,47344.1,True
PO003866,2025-06-16,S011,P0039,W03,128,125,421.45,1648.61,2025-07-19,2025-07-26,1,7.0,1,0.9765625,0.008,53945.6,55594.21,True
PO003867,2025-11-24,S004,P0106,W02,139,136,704.12,6898.97,2025-12-13,2025-12-16,1,3.0,1,0.9784172661870504,0.007352941176470588,97872.68000000001,104771.65000000001,True
PO003868,2024-07-29,S010,P0078,W01,85,85,96.99,607.76,2024-08-24,2024-08-21,0,-3.0,0,1.0,0.0,8244.15,8851.91,True
PO003869,2024-01-06,S011,P0046,W01,137,134,641.25,2782.61,2024-02-08,2024-02-05,2,-3.0,0,0.9781021897810219,0.014925373134328358,87851.25,90633.86,True
PO003870,2025-06-13,S009,P0076,W03,217,213,631.28,8484.46,2025-07-11,2025-07-28,14,17.0,1,0.9815668202764977,0.06572769953051644,136987.75999999998,145472.21999999997,True
PO003871,2024-01-02,S023,P0056,W01,144,138,357.41,3175.96,2024-01-21,2024-01-18,1,-3.0,0,0.9583333333333334,0.007246376811594203,51467.04,54643.0,True
PO003872,2024-02-18,S010,P0107,W04,134,133,131.46,617.28,2024-03-15,2024-03-12,5,-3.0,0,0.9925373134328358,0.03759398496240601,17615.64,18232.92,True
PO003873,2025-12-25,S016,P0067,W03,66,66,417.86,788.93,2026-01-09,2026-01-09,2,0.0,0,1.0,0.030303030303030304,27578.760000000002,28367.690000000002,True
