date,warehouse_id,product_id,on_hand_qty,demand_qty,receipt_qty,stockout_flag,inventory_value
2025-10-06,W01,P0041,1305,11,34,0,1026212.85
2025-10-07,W01,P0041,1383,15,93,0,1087549.71
2025-10-08,W01,P0041,1377,6,0,0,1082831.49
2025-10-09,W01,P0041,1375,2,0,0,1081258.75
2025-10-10,W01,P0041,1448,0,73,0,1138663.76
2025-10-11,W01,P0041,1448,0,0,0,1138663.76
2025-10-12,W01,P0041,1479,11,42,0,1163041.23
2025-10-13,W01,P0041,1472,7,0,0,1157536.64
2025-10-14,W01,P0041,1505,14,47,0,1183486.85
2025-10-15,W01,P0041,1489,16,0,0,1170904.93
2025-10-16,W01,P0041,1516,9,36,0,1192136.92
2025-10-17,W01,P0041,1508,8,0,0,1185845.96
2025-10-18,W01,P0041,1575,13,80,0,1238532.75
2025-10-19,W01,P0041,1560,15,0,0,1226737.2
2025-10-20,W01,P0041,1541,19,0,0,1211796.17
2025-10-21,W01,P0041,1591,9,59,0,1251114.67
2025-10-22,W01,P0041,1580,11,0,0,1242464.6
2025-10-23,W01,P0041,1569,11,0,0,1233814.53
2025-10-24,W01,P0041,1597,13,41,0,1255832.89
2025-10-25,W01,P0041,1664,12,79,0,1308519.68
2025-10-26,W01,P0041,1737,17,90,0,1365924.69
2025-10-27,W01,P0041,1727,10,0,0,1358060.99
2025-10-28,W01,P0041,1716,11,0,0,1349410.92
2025-10-29,W01,P0041,1704,12,0,0,1339974.48
2025-10-30,W01,P0041,1700,4,0,0,1336829.0
2025-10-31,W01,P0041,1726,9,35,0,1357274.62
2025-11-01,W01,P0041,1711,15,0,0,1345479.07
2025-11-02,W01,P0041,1692,19,0,0,1330538.04
2025-11-03,W01,P0041,1676,16,0,0,1317956.12
2025-11-04,W01,P0041,1672,4,0,0,1314810.64
2025-11-05,W01,P0041,1741,3,72,0,1369070.17
2025-11-06,W01,P0041,1730,11,0,0,1360420.1
2025-11-07,W01,P0041,1718,12,0,0,1350983.66
2025-11-08,W01,P0041,1699,19,0,0,1336042.6300000001
2025-11-09,W01,P0041,1680,19,0,0,1321101.6
2025-11-10,W01,P0041,1674,6,0,0,1316383.3800000001
2025-11-11,W01,P0041,1660,14,0,0,1305374.2
2025-11-12,W01,P0041,1646,14,0,0,1294365.02
2025-11-13,W01,P0041,1676,18,48,0,1317956.12
2025-11-14,W01,P0041,1660,16,0,0,1305374.2
2025-11-15,W01,P0041,1707,19,66,0,1342333.59
2025-11-16,W01,P0041,1697,10,0,0,1334469.89
2025-11-17,W01,P0041,1680,17,0,0,1321101.6
2025-11-18,W01,P0041,1663,17,0,0,1307733.31
2025-11-19,W01,P0041,1643,20,0,0,1292005.91
2025-11-20,W01,P0041,1636,7,0,0,1286501.32
2025-11-21,W01,P0041,1621,15,0,0,1274705.77
2025-11-22,W01,P0041,1600,21,0,0,1258192.0
2025-11-23,W01,P0041,1581,19,0,0,1243250.97
2025-11-24,W01,P0041,1561,20,0,0,1227523.57
2025-11-25,W01,P0041,1546,15,0,0,1215728.02
2025-11-26,W01,P0041,1522,24,0,0,1196855.14
2025-11-27,W01,P0041,1506,16,0,0,1184273.22
2025-11-28,W01,P0041,1489,17,0,0,1170904.93
2025-11-29,W01,P0041,1510,7,28,0,1187418.7
2025-11-30,W01,P0041,1486,24,0,0,1168545.82
2025-12-01,W01,P0041,1469,17,0,0,1155177.53
2025-12-02,W01,P0041,1457,12,0,0,1145741.09
2025-12-03,W01,P0041,1527,20,90,0,1200786.99
2025-12-04,W01,P0041,1515,12,0,0,1191350.55
2025-12-05,W01,P0041,1497,18,0,0,1177195.89
2025-12-06,W01,P0041,1478,19,0,0,1162254.86
2025-12-07,W01,P0041,1468,10,0,0,1154391.16
2025-12-08,W01,P0041,1456,12,0,0,1144954.72
2025-12-09,W01,P0041,1449,7,0,0,1139450.1300000001
2025-12-10,W01,P0041,1443,6,0,0,1134731.91
2025-12-11,W01,P0041,1425,18,0,0,1120577.25
2025-12-12,W01,P0041,1413,12,0,0,1111140.81
2025-12-13,W01,P0041,1453,11,51,0,1142595.61
2025-12-14,W01,P0041,1436,17,0,0,1129227.32
2025-12-15,W01,P0041,1424,12,0,0,1119790.8800000001
2025-12-16,W01,P0041,1454,14,44,0,1143381.98
2025-12-17,W01,P0041,1436,18,0,0,1129227.32
2025-12-18,W01,P0041,1426,10,0,0,1121363.62
2025-12-19,W01,P0041,1413,13,0,0,1111140.81
2025-12-20,W01,P0041,1402,11,0,0,1102490.74
2025-12-21,W01,P0041,1385,17,0,0,1089122.45
2025-12-22,W01,P0041,1464,16,95,0,1151245.68
2025-12-23,W01,P0041,1457,7,0,0,1145741.09
2025-12-24,W01,P0041,1488,17,48,0,1170118.56
2025-12-25,W01,P0041,1468,20,0,0,1154391.16
2025-12-26,W01,P0041,1455,13,0,0,1144168.35
2025-12-27,W01,P0041,1537,8,90,0,1208650.69
2025-12-28,W01,P0041,1517,20,0,0,1192923.29
2025-12-29,W01,P0041,1499,18,0,0,1178768.6300000001
2025-12-30,W01,P0041,1479,20,0,0,1163041.23
2025-12-31,W01,P0041,1469,10,0,0,1155177.53
2025-01-01,W01,P0108,120,10,0,0,14949.6
2025-01-02,W01,P0108,108,12,0,0,13454.64
2025-01-03,W01,P0108,100,8,0,0,12458.0
2025-01-04,W01,P0108,126,4,30,0,15697.08
2025-01-05,W01,P0108,119,7,0,0,14825.02
2025-01-06,W01,P0108,168,16,65,0,20929.44
2025-01-07,W01,P0108,246,12,90,0,30646.68
2025-01-08,W01,P0108,233,13,0,0,29027.14
2025-01-09,W01,P0108,226,7,0,0,28155.079999999998
2025-01-10,W01,P0108,222,4,0,0,27656.76
2025-01-11,W01,P0108,218,4,0,0,27158.44
2025-01-12,W01,P0108,208,10,0,0,25912.64
2025-01-13,W01,P0108,199,9,0,0,24791.42
2025-01-14,W01,P0108,193,6,0,0,24043.94
2025-01-15,W01,P0108,190,3,0,0,23670.2
2025-01-16,W01,P0108,184,6,0,0,22922.72
2025-01-17,W01,P0108,179,5,0,0,22299.82
2025-01-18,W01,P0108,172,7,0,0,21427.76
2025-01-19,W01,P0108,159,13,0,0,19808.22
2025-01-20,W01,P0108,141,18,0,0,17565.78
2025-01-21,W01,P0108,187,5,51,0,23296.46
2025-01-22,W01,P0108,209,13,35,0,26037.22
2025-01-23,W01,P0108,198,11,0,0,24666.84
2025-01-24,W01,P0108,189,9,0,0,23545.62
2025-01-25,W01,P0108,263,7,81,0,32764.54
2025-01-26,W01,P0108,255,8,0,0,31767.899999999998
2025-01-27,W01,P0108,248,7,0,0,30895.84
2025-01-28,W01,P0108,239,9,0,0,29774.62
2025-01-29,W01,P0108,273,15,49,0,34010.34
2025-01-30,W01,P0108,271,2,0,0,33761.18
2025-01-31,W01,P0108,267,4,0,0,33262.86
2025-02-01,W01,P0108,262,5,0,0,32639.96
2025-02-02,W01,P0108,326,19,83,0,40613.08
2025-02-03,W01,P0108,311,15,0,0,38744.38
2025-02-04,W01,P0108,304,7,0,0,37872.32
2025-02-05,W01,P0108,293,11,0,0,36501.94
2025-02-06,W01,P0108,281,12,0,0,35006.979999999996
2025-02-07,W01,P0108,279,2,0,0,34757.82
2025-02-08,W01,P0108,275,4,0,0,34259.5
2025-02-09,W01,P0108,266,9,0,0,33138.28
2025-02-10,W01,P0108,322,12,68,0,40114.76
2025-02-11,W01,P0108,411,9,98,0,51202.38
2025-02-12,W01,P0108,488,11,88,0,60795.04
2025-02-13,W01,P0108,496,15,23,0,61791.68
2025-02-14,W01,P0108,489,7,0,0,60919.62
2025-02-15,W01,P0108,519,6,36,0,64657.02
2025-02-16,W01,P0108,555,9,45,0,69141.9
2025-02-17,W01,P0108,546,9,0,0,68020.68
2025-02-18,W01,P0108,535,11,0,0,66650.3
2025-02-19,W01,P0108,516,19,0,0,64283.28
2025-02-20,W01,P0108,501,15,0,0,62414.58
2025-02-21,W01,P0108,483,18,0,0,60172.14
2025-02-22,W01,P0108,475,8,0,0,59175.5
2025-02-23,W01,P0108,469,6,0,0,58428.02
2025-02-24,W01,P0108,465,4,0,0,57929.7
2025-02-25,W01,P0108,452,13,0,0,56310.159999999996
2025-02-26,W01,P0108,434,18,0,0,54067.72
2025-02-27,W01,P0108,425,9,0,0,52946.5
2025-02-28,W01,P0108,446,15,36,0,55562.68
2025-03-01,W01,P0108,433,13,0,0,53943.14
2025-03-02,W01,P0108,497,6,70,0,61916.26
2025-03-03,W01,P0108,571,2,76,0,71135.18
2025-03-04,W01,P0108,658,12,99,0,81973.64
2025-03-05,W01,P0108,643,15,0,0,80104.94
2025-03-06,W01,P0108,643,0,0,0,80104.94
2025-03-07,W01,P0108,627,16,0,0,78111.66
2025-03-08,W01,P0108,707,10,90,0,88078.06
2025-03-09,W01,P0108,689,18,0,0,85835.62
2025-03-10,W01,P0108,683,6,0,0,85088.14
2025-03-11,W01,P0108,675,8,0,0,84091.5
2025-03-12,W01,P0108,666,9,0,0,82970.28
2025-03-13,W01,P0108,661,5,0,0,82347.38
2025-03-14,W01,P0108,658,3,0,0,81973.64
2025-03-15,W01,P0108,654,4,0,0,81475.31999999999
2025-03-16,W01,P0108,640,14,0,0,79731.2
2025-03-17,W01,P0108,624,16,0,0,77737.92
2025-03-18,W01,P0108,608,16,0,0,75744.64
2025-03-19,W01,P0108,601,7,0,0,74872.58
2025-03-20,W01,P0108,654,14,67,0,81475.31999999999
2025-03-21,W01,P0108,647,7,0,0,80603.26
2025-03-22,W01,P0108,644,3,0,0,80229.52
2025-03-23,W01,P0108,633,11,0,0,78859.14
2025-03-24,W01,P0108,640,13,20,0,79731.2
2025-03-25,W01,P0108,628,12,0,0,78236.24
2025-03-26,W01,P0108,600,28,0,0,74748.0
2025-03-27,W01,P0108,664,10,74,0,82721.12
2025-03-28,W01,P0108,708,13,57,0,88202.64
2025-03-29,W01,P0108,793,10,95,0,98791.94
2025-03-30,W01,P0108,784,9,0,0,97670.72
2025-03-31,W01,P0108,774,10,0,0,96424.92
2025-04-01,W01,P0108,762,12,0,0,94929.95999999999
2025-04-02,W01,P0108,745,17,0,0,92812.1
2025-04-03,W01,P0108,726,19,0,0,90445.08
2025-04-04,W01,P0108,718,8,0,0,89448.44
2025-04-05,W01,P0108,706,12,0,0,87953.48
2025-04-06,W01,P0108,706,0,0,0,87953.48
2025-04-07,W01,P0108,701,5,0,0,87330.58
2025-04-08,W01,P0108,693,8,0,0,86333.94
2025-04-09,W01,P0108,690,3,0,0,85960.2
2025-04-10,W01,P0108,690,0,0,0,85960.2
2025-04-11,W01,P0108,677,13,0,0,84340.66
2025-04-12,W01,P0108,667,10,0,0,83094.86
2025-04-13,W01,P0108,656,11,0,0,81724.48
2025-04-14,W01,P0108,641,15,0,0,79855.78
2025-04-15,W01,P0108,641,0,0,0,79855.78
2025-04-16,W01,P0108,624,17,0,0,77737.92
2025-04-17,W01,P0108,620,4,0,0,77239.6
2025-04-18,W01,P0108,606,14,0,0,75495.48
2025-04-19,W01,P0108,679,12,85,0,84589.81999999999
2025-04-20,W01,P0108,672,7,0,0,83717.76
2025-04-21,W01,P0108,668,4,0,0,83219.44
2025-04-22,W01,P0108,653,15,0,0,81350.74
2025-04-23,W01,P0108,642,11,0,0,79980.36
2025-04-24,W01,P0108,723,13,94,0,90071.34
2025-04-25,W01,P0108,765,10,52,0,95303.7
2025-04-26,W01,P0108,793,1,29,0,98791.94
2025-04-27,W01,P0108,779,14,0,0,97047.81999999999
2025-04-28,W01,P0108,773,6,0,0,96300.34
2025-04-29,W01,P0108,762,11,0,0,94929.95999999999
2025-04-30,W01,P0108,750,12,0,0,93435.0
2025-05-01,W01,P0108,735,15,0,0,91566.3
2025-05-02,W01,P0108,749,9,23,0,93310.42
2025-05-03,W01,P0108,735,14,0,0,91566.3
2025-05-04,W01,P0108,717,18,0,0,89323.86
2025-05-05,W01,P0108,703,14,0,0,87579.74
2025-05-06,W01,P0108,697,6,0,0,86832.26
2025-05-07,W01,P0108,762,20,85,0,94929.95999999999
2025-05-08,W01,P0108,758,4,0,0,94431.64
2025-05-09,W01,P0108,799,20,61,0,99539.42
2025-05-10,W01,P0108,792,7,0,0,98667.36
2025-05-11,W01,P0108,779,13,0,0,97047.81999999999
2025-05-12,W01,P0108,759,20,0,0,94556.22
2025-05-13,W01,P0108,812,6,59,0,101158.95999999999
2025-05-14,W01,P0108,802,10,0,0,99913.16
2025-05-15,W01,P0108,842,10,50,0,104896.36
2025-05-16,W01,P0108,832,10,0,0,103650.56
2025-05-17,W01,P0108,829,3,0,0,103276.81999999999
2025-05-18,W01,P0108,815,14,0,0,101532.7
2025-05-19,W01,P0108,808,7,0,0,100660.64
2025-05-20,W01,P0108,794,14,0,0,98916.52
2025-05-21,W01,P0108,777,17,0,0,96798.66
2025-05-22,W01,P0108,770,7,0,0,95926.6
2025-05-23,W01,P0108,836,13,79,0,104148.88
2025-05-24,W01,P0108,860,16,40,0,107138.8
2025-05-25,W01,P0108,945,3,88,0,117728.09999999999
2025-05-26,W01,P0108,935,10,0,0,116482.3
2025-05-27,W01,P0108,927,8,0,0,115485.66
2025-05-28,W01,P0108,916,11,0,0,114115.28
2025-05-29,W01,P0108,909,7,0,0,113243.22
2025-05-30,W01,P0108,894,15,0,0,111374.52
2025-05-31,W01,P0108,880,14,0,0,109630.4
2025-06-01,W01,P0108,889,18,27,0,110751.62
2025-06-02,W01,P0108,880,9,0,0,109630.4
2025-06-03,W01,P0108,863,17,0,0,107512.54
2025-06-04,W01,P0108,853,10,0,0,106266.74
2025-06-05,W01,P0108,848,5,0,0,105643.84
2025-06-06,W01,P0108,839,9,0,0,104522.62
2025-06-07,W01,P0108,831,8,0,0,103525.98
2025-06-08,W01,P0108,819,12,0,0,102031.02
2025-06-09,W01,P0108,812,7,0,0,101158.95999999999
2025-06-10,W01,P0108,798,14,0,0,99414.84
2025-06-11,W01,P0108,814,4,20,0,101408.12
2025-06-12,W01,P0108,809,5,0,0,100785.22
2025-06-13,W01,P0108,851,16,58,0,106017.58
2025-06-14,W01,P0108,918,2,69,0,114364.44
2025-06-15,W01,P0108,988,11,81,0,123085.04
2025-06-16,W01,P0108,977,11,0,0,121714.66
2025-06-17,W01,P0108,1007,12,42,0,125452.06
2025-06-18,W01,P0108,999,8,0,0,124455.42
2025-06-19,W01,P0108,1088,6,95,0,135543.04
2025-06-20,W01,P0108,1079,9,0,0,134421.82
2025-06-21,W01,P0108,1075,4,0,0,133923.5
2025-06-22,W01,P0108,1067,8,0,0,132926.86
2025-06-23,W01,P0108,1046,21,0,0,130310.68
2025-06-24,W01,P0108,1043,3,0,0,129936.94
2025-06-25,W01,P0108,1100,12,69,0,137038.0
2025-06-26,W01,P0108,1166,7,73,0,145260.28
2025-06-27,W01,P0108,1161,5,0,0,144637.38
2025-06-28,W01,P0108,1197,10,46,0,149122.26
2025-06-29,W01,P0108,1243,17,63,0,154852.94
2025-06-30,W01,P0108,1225,18,0,0,152610.5
2025-07-01,W01,P0108,1212,13,0,0,150990.96
2025-07-02,W01,P0108,1280,13,81,0,159462.4
2025-07-03,W01,P0108,1261,19,0,0,157095.38
2025-07-04,W01,P0108,1248,13,0,0,155475.84
2025-07-05,W01,P0108,1242,6,0,0,154728.36
2025-07-06,W01,P0108,1239,3,0,0,154354.62
2025-07-07,W01,P0108,1262,7,30,0,157219.96
2025-07-08,W01,P0108,1252,10,0,0,155974.16
2025-07-09,W01,P0108,1238,14,0,0,154230.04
2025-07-10,W01,P0108,1300,5,67,0,161954.0
2025-07-11,W01,P0108,1281,19,0,0,159586.98
2025-07-12,W01,P0108,1274,7,0,0,158714.91999999998
2025-07-13,W01,P0108,1263,11,0,0,157344.54
2025-07-14,W01,P0108,1256,7,0,0,156472.48
2025-07-15,W01,P0108,1296,13,53,0,161455.68
2025-07-16,W01,P0108,1316,12,32,0,163947.28
2025-07-17,W01,P0108,1403,10,97,0,174785.74
2025-07-18,W01,P0108,1400,3,0,0,174412.0
2025-07-19,W01,P0108,1391,9,0,0,173290.78
2025-07-20,W01,P0108,1382,9,0,0,172169.56
2025-07-21,W01,P0108,1407,13,38,0,175284.06
2025-07-22,W01,P0108,1392,15,0,0,173415.36
2025-07-23,W01,P0108,1381,11,0,0,172044.98
2025-07-24,W01,P0108,1375,6,0,0,171297.5
2025-07-25,W01,P0108,1366,9,0,0,170176.28
2025-07-26,W01,P0108,1409,20,63,0,175533.22
2025-07-27,W01,P0108,1398,11,0,0,174162.84
2025-07-28,W01,P0108,1372,26,0,0,170923.76
2025-07-29,W01,P0108,1367,5,0,0,170300.86
2025-07-30,W01,P0108,1361,6,0,0,169553.38
2025-07-31,W01,P0108,1350,11,0,0,168183.0
2025-08-01,W01,P0108,1406,9,65,0,175159.48
2025-08-02,W01,P0108,1387,19,0,0,172792.46
2025-08-03,W01,P0108,1379,8,0,0,171795.82
2025-08-04,W01,P0108,1371,8,0,0,170799.18
2025-08-05,W01,P0108,1445,11,85,0,180018.1
2025-08-06,W01,P0108,1426,19,0,0,177651.08
2025-08-07,W01,P0108,1420,6,0,0,176903.6
2025-08-08,W01,P0108,1405,15,0,0,175034.9
2025-08-09,W01,P0108,1395,10,0,0,173789.1
2025-08-10,W01,P0108,1380,15,0,0,171920.4
2025-08-11,W01,P0108,1370,10,0,0,170674.6
2025-08-12,W01,P0108,1361,9,0,0,169553.38
2025-08-13,W01,P0108,1354,7,0,0,168681.32
2025-08-14,W01,P0108,1389,16,51,0,173041.62
2025-08-15,W01,P0108,1425,12,48,0,177526.5
2025-08-16,W01,P0108,1468,13,56,0,182883.44
2025-08-17,W01,P0108,1503,20,55,0,187243.74
2025-08-18,W01,P0108,1484,19,0,0,184876.72
2025-08-19,W01,P0108,1520,19,55,0,189361.6
2025-08-20,W01,P0108,1509,11,0,0,187991.22
2025-08-21,W01,P0108,1490,19,0,0,185624.2
2025-08-22,W01,P0108,1574,4,88,0,196088.91999999998
2025-08-23,W01,P0108,1565,9,0,0,194967.7
2025-08-24,W01,P0108,1559,6,0,0,194220.22
2025-08-25,W01,P0108,1624,11,76,0,202317.91999999998
2025-08-26,W01,P0108,1620,4,0,0,201819.6
2025-08-27,W01,P0108,1610,10,0,0,200573.8
2025-08-28,W01,P0108,1602,8,0,0,199577.16
2025-08-29,W01,P0108,1587,15,0,0,197708.46
2025-08-30,W01,P0108,1575,12,0,0,196213.5
2025-08-31,W01,P0108,1566,9,0,0,195092.28
2025-09-01,W01,P0108,1589,7,30,0,197957.62
2025-09-02,W01,P0108,1588,1,0,0,197833.04
2025-09-03,W01,P0108,1615,4,31,0,201196.7
2025-09-04,W01,P0108,1604,11,0,0,199826.32
2025-09-05,W01,P0108,1592,12,0,0,198331.36
2025-09-06,W01,P0108,1636,11,55,0,203812.88
2025-09-07,W01,P0108,1626,10,0,0,202567.08
2025-09-08,W01,P0108,1615,11,0,0,201196.7
2025-09-09,W01,P0108,1606,9,0,0,200075.48
2025-09-10,W01,P0108,1595,11,0,0,198705.1
2025-09-11,W01,P0108,1585,10,0,0,197459.3
2025-09-12,W01,P0108,1605,9,29,0,199950.9
2025-09-13,W01,P0108,1583,22,0,0,197210.13999999998
2025-09-14,W01,P0108,1565,18,0,0,194967.7
2025-09-15,W01,P0108,1590,9,34,0,198082.2
2025-09-16,W01,P0108,1573,17,0,0,195964.34
2025-09-17,W01,P0108,1564,9,0,0,194843.12
2025-09-18,W01,P0108,1612,12,60,0,200822.96
2025-09-19,W01,P0108,1598,14,0,0,199078.84
2025-09-20,W01,P0108,1585,13,0,0,197459.3
2025-09-21,W01,P0108,1578,7,0,0,196587.24
2025-09-22,W01,P0108,1644,19,85,0,204809.52
2025-09-23,W01,P0108,1631,13,0,0,203189.98
2025-09-24,W01,P0108,1721,0,90,0,214402.18
2025-09-25,W01,P0108,1747,8,34,0,217641.26
2025-09-26,W01,P0108,1742,5,0,0,217018.36
2025-09-27,W01,P0108,1738,4,0,0,216520.04
2025-09-28,W01,P0108,1723,15,0,0,214651.34
2025-09-29,W01,P0108,1712,11,0,0,213280.96
2025-09-30,W01,P0108,1700,12,0,0,211786.0
2025-10-01,W01,P0108,1737,11,48,0,216395.46
2025-10-02,W01,P0108,1726,11,0,0,215025.08
2025-10-03,W01,P0108,1712,14,0,0,213280.96
2025-10-04,W01,P0108,1702,10,0,0,212035.16
2025-10-05,W01,P0108,1694,8,0,0,211038.52
2025-10-06,W01,P0108,1726,15,47,0,215025.08
2025-10-07,W01,P0108,1714,12,0,0,213530.12
2025-10-08,W01,P0108,1698,16,0,0,211536.84
2025-10-09,W01,P0108,1709,15,26,0,212907.22
2025-10-10,W01,P0108,1739,6,36,0,216644.62
2025-10-11,W01,P0108,1733,6,0,0,215897.13999999998
2025-10-12,W01,P0108,1822,7,96,0,226984.76
2025-10-13,W01,P0108,1888,7,73,0,235207.04
2025-10-14,W01,P0108,1879,9,0,0,234085.82
2025-10-15,W01,P0108,1973,1,95,0,245796.34
2025-10-16,W01,P0108,2051,7,85,0,255513.58
2025-10-17,W01,P0108,2035,16,0,0,253520.3
2025-10-18,W01,P0108,2022,13,0,0,251900.76
2025-10-19,W01,P0108,2012,10,0,0,250654.96
2025-10-20,W01,P0108,2009,3,0,0,250281.22
2025-10-21,W01,P0108,1998,11,0,0,248910.84
2025-10-22,W01,P0108,1986,12,0,0,247415.88
2025-10-23,W01,P0108,1979,7,0,0,246543.82
2025-10-24,W01,P0108,1968,11,0,0,245173.44
2025-10-25,W01,P0108,1963,5,0,0,244550.54
2025-10-26,W01,P0108,2018,11,66,0,251402.44
2025-10-27,W01,P0108,2015,3,0,0,251028.69999999998
2025-10-28,W01,P0108,2061,2,48,0,256759.38
2025-10-29,W01,P0108,2087,5,31,0,259998.46
2025-10-30,W01,P0108,2177,6,96,0,271210.66
2025-10-31,W01,P0108,2174,3,0,0,270836.92
2025-11-01,W01,P0108,2208,19,53,0,275072.64
2025-11-02,W01,P0108,2195,13,0,0,273453.1
2025-11-03,W01,P0108,2248,13,66,0,280055.83999999997
2025-11-04,W01,P0108,2221,27,0,0,276692.18
2025-11-05,W01,P0108,2196,25,0,0,273577.68
2025-11-06,W01,P0108,2179,17,0,0,271459.82
2025-11-07,W01,P0108,2154,25,0,0,268345.32
2025-11-08,W01,P0108,2233,15,94,0,278187.14
2025-11-09,W01,P0108,2212,21,0,0,275570.96
2025-11-10,W01,P0108,2201,11,0,0,274200.58
2025-11-11,W01,P0108,2258,13,70,0,281301.64
2025-11-12,W01,P0108,2248,10,0,0,280055.83999999997
2025-11-13,W01,P0108,2230,18,0,0,277813.4
2025-11-14,W01,P0108,2292,16,78,0,285537.36
2025-11-15,W01,P0108,2284,8,0,0,284540.72
2025-11-16,W01,P0108,2271,13,0,0,282921.18
2025-11-17,W01,P0108,2313,10,52,0,288153.54
2025-11-18,W01,P0108,2326,16,29,0,289773.08
2025-11-19,W01,P0108,2310,16,0,0,287779.8
2025-11-20,W01,P0108,2295,15,0,0,285911.1
2025-11-21,W01,P0108,2277,18,0,0,283668.66
2025-11-22,W01,P0108,2327,24,74,0,289897.66
2025-11-23,W01,P0108,2316,11,0,0,288527.27999999997
2025-11-24,W01,P0108,2399,14,97,0,298867.42
2025-11-25,W01,P0108,2422,14,37,0,301732.76
2025-11-26,W01,P0108,2456,12,46,0,305968.48
2025-11-27,W01,P0108,2441,15,0,0,304099.77999999997
2025-11-28,W01,P0108,2439,2,0,0,303850.62
2025-11-29,W01,P0108,2481,12,54,0,309082.98
2025-11-30,W01,P0108,2479,2,0,0,308833.82
2025-12-01,W01,P0108,2549,12,82,0,317554.42
2025-12-02,W01,P0108,2607,8,66,0,324780.06
2025-12-03,W01,P0108,2680,18,91,0,333874.4
2025-12-04,W01,P0108,2669,11,0,0,332504.02
2025-12-05,W01,P0108,2650,19,0,0,330137.0
2025-12-06,W01,P0108,2631,19,0,0,327769.98
2025-12-07,W01,P0108,2615,16,0,0,325776.7
2025-12-08,W01,P0108,2605,10,0,0,324530.9
2025-12-09,W01,P0108,2588,17,0,0,322413.04
2025-12-10,W01,P0108,2568,20,0,0,319921.44
2025-12-11,W01,P0108,2629,13,74,0,327520.82
2025-12-12,W01,P0108,2673,17,61,0,333002.33999999997
2025-12-13,W01,P0108,2660,13,0,0,331382.8
2025-12-14,W01,P0108,2643,17,0,0,329264.94
2025-12-15,W01,P0108,2637,6,0,0,328517.46
2025-12-16,W01,P0108,2701,19,83,0,336490.58
2025-12-17,W01,P0108,2720,24,43,0,338857.6
2025-12-18,W01,P0108,2701,19,0,0,336490.58
2025-12-19,W01,P0108,2687,14,0,0,334746.46
2025-12-20,W01,P0108,2679,8,0,0,333749.82
2025-12-21,W01,P0108,2667,12,0,0,332254.86
2025-12-22,W01,P0108,2647,20,0,0,329763.26
2025-12-23,W01,P0108,2640,7,0,0,328891.2
2025-12-24,W01,P0108,2626,14,0,0,327147.08
2025-12-25,W01,P0108,2690,15,79,0,335120.2
2025-12-26,W01,P0108,2677,13,0,0,333500.66
2025-12-27,W01,P0108,2665,12,0,0,332005.7
2025-12-28,W01,P0108,2660,5,0,0,331382.8
2025-12-29,W01,P0108,2642,18,0,0,329140.36
2025-12-30,W01,P0108,2632,10,0,0,327894.56
2025-12-31,W01,P0108,2622,10,0,0,326648.76
2025-01-01,W01,P0019,68,6,0,0,7167.88
2025-01-02,W01,P0019,62,6,0,0,6535.42
2025-01-03,W01,P0019,54,8,0,0,5692.139999999999
2025-01-04,W01,P0019,111,6,63,0,11700.51
2025-01-05,W01,P0019,95,16,0,0,10013.949999999999
2025-01-06,W01,P0019,93,2,0,0,9803.13
2025-01-07,W01,P0019,77,16,0,0,8116.57
2025-01-08,W01,P0019,65,12,0,0,6851.65
2025-01-09,W01,P0019,141,5,81,0,14862.81
2025-01-10,W01,P0019,133,8,0,0,14019.529999999999
2025-01-11,W01,P0019,124,9,0,0,13070.84
2025-01-12,W01,P0019,114,10,0,0,12016.74
2025-01-13,W01,P0019,139,7,32,0,14651.99
2025-01-14,W01,P0019,130,9,0,0,13703.3
2025-01-15,W01,P0019,124,6,0,0,13070.84
2025-01-16,W01,P0019,216,7,99,0,22768.559999999998
2025-01-17,W01,P0019,247,15,46,0,26036.27
2025-01-18,W01,P0019,294,21,68,0,30990.539999999997
2025-01-19,W01,P0019,286,8,0,0,30147.26
2025-01-20,W01,P0019,282,4,0,0,29725.62
2025-01-21,W01,P0019,365,10,93,0,38474.65
2025-01-22,W01,P0019,433,11,79,0,45642.53
2025-01-23,W01,P0019,410,23,0,0,43218.1
2025-01-24,W01,P0019,406,4,0,0,42796.46
2025-01-25,W01,P0019,399,7,0,0,42058.59
2025-01-26,W01,P0019,463,18,82,0,48804.83
2025-01-27,W01,P0019,455,8,0,0,47961.549999999996
2025-01-28,W01,P0019,449,6,0,0,47329.09
2025-01-29,W01,P0019,442,7,0,0,46591.22
2025-01-30,W01,P0019,505,9,72,0,53232.049999999996
2025-01-31,W01,P0019,494,11,0,0,52072.54
2025-02-01,W01,P0019,485,9,0,0,51123.85
2025-02-02,W01,P0019,572,6,93,0,60294.52
2025-02-03,W01,P0019,590,11,29,0,62191.9
2025-02-04,W01,P0019,579,11,0,0,61032.39
2025-02-05,W01,P0019,570,9,0,0,60083.7
2025-02-06,W01,P0019,622,11,63,0,65565.02
2025-02-07,W01,P0019,715,0,93,0,75368.15
2025-02-08,W01,P0019,709,6,0,0,74735.69
2025-02-09,W01,P0019,706,3,0,0,74419.45999999999
2025-02-10,W01,P0019,764,13,71,0,80533.23999999999
2025-02-11,W01,P0019,789,11,36,0,83168.48999999999
2025-02-12,W01,P0019,867,13,91,0,91390.47
2025-02-13,W01,P0019,851,16,0,0,89703.91
2025-02-14,W01,P0019,882,10,41,0,92971.62
2025-02-15,W01,P0019,891,14,23,0,93920.31
