po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty
PO000638,2024-11-28,S011,P0071,W01,26,25,847.13,1535.69,2024-12-31,2025-01-01,0
PO000639,2024-07-11,S024,P0025,W01,95,89,564.64,1129.64,2024-07-20,2024-07-17,1
PO000640,2025-01-12,S017,P0046,W01,145,139,641.25,2027.18,2025-02-14,2025-02-17,8
PO000641,2025-07-31,S008,P0051,W01,170,164,109.49,1051.4,2025-08-09,2025-08-06,2
PO000642,2024-08-16,S024,P0102,W01,63,59,555.41,543.31,2024-08-25,2024-08-22,0
PO000643,2024-02-04,S015,P0046,W04,105,103,641.25,3594.07,2024-02-21,2024-02-19,0
PO000644,2024-02-07,S003,P0100,W01,181,176,484.96,4568.98,2024-02-23,2024-02-20,2
PO000645,2025-09-14,S010,P0115,W02,184,181,277.83,2643.81,2025-10-10,2025-10-09,4
PO000646,2024-03-22,S007,P0014,W01,52,52,399.69,526.85,2024-04-12,2024-04-11,1
PO000647,2025-04-09,S017,P0113,W02,59,56,632.42,2608.47,2025-05-12,2025-05-18,2
PO000648,2024-10-08,S022,P0069,W01,85,83,847.96,4255.62,2024-10-18,2024-10-15,0
PO000649,2025-07-22,S001,P0073,W04,143,136,496.76,2263.27,2025-08-19,2025-08-20,2
PO000650,2024-02-14,S020,P0037,W01,150,146,320.34,2446.35,2024-03-04,2024-03-09,1
PO000651,2025-10-18,S023,P0041,W02,168,164,786.37,5130.28,2025-11-06,2025-11-04,0
PO000652,2025-05-25,S025,P0065,W02,124,119,163.06,1227.14,2025-06-20,2025-06-17,0
PO000653,2024-11-24,S017,P0024,W02,202,199,334.75,3022.57,2024-12-27,2025-01-07,13
PO000654,2024-05-31,S008,P0087,W02,30,29,572.62,556.19,2024-06-09,2024-06-06,1
PO000655,2025-12-15,S004,P0081,W01,117,114,890.48,6666.82,2026-01-03,2026-01-06,2
PO000656,2024-08-08,S024,P0002,W02,53,53,198.63,409.23,2024-08-17,2024-08-14,0
PO000657,2024-12-24,S011,P0026,W02,120,115,29.48,264.43,2025-01-26,2025-01-28,1
PO000658,2024-10-15,S009,P0062,W02,195,193,493.18,3705.46,2024-11-12,2024-11-17,9
PO000659,2024-06-17,S019,P0090,W03,195,188,300.32,2881.08,2024-06-24,2024-06-22,2
PO000660,2024-10-31,S018,P0036,W01,217,213,259.49,2195.79,2024-11-16,2024-11-13,3
PO000661,2024-04-20,S021,P0107,W01,110,108,131.46,680.96,2024-05-19,2024-05-20,3
PO000662,2024-01-02,S023,P0065,W04,154,151,163.06,1869.86,2024-01-21,2024-01-26,1
PO000663,2024-07-30,S022,P0065,W01,107,104,163.06,378.87,2024-08-09,2024-08-06,1
PO000664,2024-03-22,S005,P0014,W04,7,7,399.69,178.63,2024-04-11,2024-04-11,0
PO000665,2024-10-30,S005,P0076,W03,65,63,631.28,2802.53,2024-11-19,2024-11-18,1
PO000666,2025-09-22,S006,P0099,W03,164,160,122.77,1112.58,2025-09-28,2025-09-27,1
PO000667,2024-04-28,S016,P0026,W01,16,15,29.48,20.99,2024-05-13,2024-05-10,0
PO000668,2024-01-01,S015,P0066,W04,143,138,50.31,341.83,2024-01-18,2024-01-15,2
PO000669,2024-03-22,S022,P0001,W02,103,100,437.34,2527.47,2024-04-01,2024-03-29,2
PO000670,2025-01-06,S022,P0026,W01,93,91,29.48,197.87,2025-01-16,2025-01-13,1
PO000671,2024-07-19,S021,P0009,W02,163,159,415.03,2417.03,2024-08-17,2024-08-20,4
PO000672,2024-12-23,S002,P0093,W01,54,53,479.7,1811.04,2025-01-03,2024-12-31,0
PO000673,2024-01-22,S018,P0120,W03,60,58,107.76,205.66,2024-02-07,2024-02-05,1
PO000674,2024-08-31,S022,P0005,W01,40,40,174.52,292.59,2024-09-10,2024-09-08,0
PO000675,2024-10-26,S025,P0085,W01,28,27,152.39,176.69,2024-11-21,2024-11-21,0
PO000676,2024-11-11,S009,P0072,W01,22,22,849.63,475.71,2024-12-09,2024-12-21,2
PO000677,2025-02-06,S020,P0085,W02,27,27,152.39,108.49,2025-02-25,2025-02-22,0
PO000678,2025-07-24,S011,P0061,W01,142,140,282.04,2670.3,2025-08-26,2025-08-27,2
PO000679,2024-12-07,S005,P0119,W03,69,66,605.2,3107.84,2024-12-27,2025-01-06,1
PO000680,2025-09-06,S009,P0005,W01,77,74,174.52,965.04,2025-10-04,2025-10-10,3
PO000681,2025-01-22,S007,P0018,W01,166,161,144.14,663.21,2025-02-12,2025-02-09,1
PO000682,2024-07-09,S023,P0030,W01,116,113,85.93,321.79,2024-07-28,2024-07-25,1
PO000683,2024-06-16,S005,P0094,W04,21,20,143.55,67.98,2024-07-06,2024-07-03,0
PO000684,2024-08-23,S004,P0010,W03,117,113,598.92,3977.1,2024-09-11,2024-09-20,2
PO000685,2025-03-12,S015,P0015,W01,147,142,47.2,105.83,2025-03-29,2025-03-26,2
PO000686,2024-06-26,S015,P0088,W02,135,131,831.84,6260.89,2024-07-13,2024-07-13,3
PO000687,2025-10-30,S015,P0051,W01,191,183,109.49,646.0,2025-11-16,2025-11-14,1
PO000688,2024-12-16,S004,P0085,W01,132,128,152.39,1171.13,2025-01-04,2025-01-17,3
PO000689,2025-09-23,S013,P0044,W01,179,174,529.9,2473.76,2025-10-09,2025-10-06,2
PO000690,2025-05-14,S024,P0011,W02,116,114,558.22,4596.96,2025-05-23,2025-05-25,2
PO000691,2024-08-31,S003,P0072,W01,141,139,849.63,2595.94,2024-09-16,2024-09-13,5
PO000692,2024-06-15,S020,P0014,W01,38,37,399.69,260.87,2024-07-04,2024-07-02,0
PO000693,2025-06-27,S004,P0058,W02,218,215,769.37,3690.86,2025-07-16,2025-07-18,5
PO000694,2024-08-29,S006,P0106,W02,10,10,704.12,208.38,2024-09-04,2024-09-01,0
PO000695,2024-06-29,S023,P0022,W01,213,205,879.46,10457.76,2024-07-18,2024-07-30,5
PO000696,2025-11-11,S008,P0025,W03,128,124,564.64,2989.71,2025-11-20,2025-11-17,4
PO000697,2024-12-18,S014,P0114,W01,77,75,908.2,2979.37,2025-01-21,2025-01-19,0
PO000698,2024-02-05,S010,P0037,W03,95,94,320.34,1535.97,2024-03-02,2024-02-28,1
PO000699,2024-12-27,S016,P0045,W03,21,21,110.28,128.7,2025-01-11,2025-01-09,1
PO000700,2024-12-02,S011,P0083,W01,93,88,123.64,668.24,2025-01-04,2025-01-03,1
PO000701,2025-09-23,S012,P0016,W02,20,20,473.34,382.16,2025-10-21,2025-10-18,0
PO000702,2025-06-04,S021,P0008,W03,97,93,685.73,1500.94,2025-07-03,2025-07-09,0
PO000703,2024-05-19,S014,P0102,W01,34,33,555.41,390.17,2024-06-22,2024-06-26,0
PO000704,2024-04-19,S015,P0114,W01,29,29,908.2,802.04,2024-05-06,2024-05-03,0
PO000705,2025-03-17,S021,P0119,W01,158,155,605.2,2416.7,2025-04-15,2025-04-17,2
PO000706,2024-02-04,S011,P0003,W03,43,43,296.21,485.96,2024-03-08,2024-03-05,1
PO000707,2024-08-21,S021,P0064,W01,77,75,889.75,5104.65,2024-09-19,2024-09-16,1
PO000708,2024-04-11,S018,P0102,W03,147,145,555.41,2701.03,2024-04-27,2024-04-24,4
PO000709,2024-01-16,S023,P0102,W01,113,110,555.41,4494.91,2024-02-04,2024-02-01,0
PO000710,2025-11-02,S012,P0044,W03,115,107,529.9,3274.04,2025-11-30,2025-12-05,2
PO000711,2024-03-06,S014,P0059,W02,100,97,306.74,553.96,2024-04-09,2024-04-06,1
PO000712,2024-01-07,S004,P0019,W03,136,134,105.41,863.89,2024-01-26,2024-02-08,4
PO000713,2025-11-12,S003,P0017,W03,145,139,318.73,2680.73,2025-11-28,2025-11-29,4
PO000714,2024-05-17,S003,P0046,W01,32,31,641.25,1173.92,2024-06-02,2024-05-30,0
PO000715,2025-08-19,S016,P0028,W01,212,204,462.33,2281.94,2025-09-03,2025-08-31,5
PO000716,2024-01-23,S009,P0117,W01,180,176,31.42,91.87,2024-02-20,2024-03-07,10
PO000717,2024-04-22,S008,P0010,W03,96,94,598.92,3710.22,2024-05-01,2024-04-29,1
PO000718,2024-03-21,S016,P0064,W04,85,84,889.75,4517.96,2024-04-05,2024-04-02,0
PO000719,2025-05-31,S010,P0067,W01,161,159,417.86,3362.26,2025-06-26,2025-06-28,1
PO000720,2025-03-29,S004,P0008,W01,136,134,685.73,5660.48,2025-04-17,2025-04-27,2
PO000721,2024-12-13,S014,P0053,W01,177,170,224.86,1974.99,2025-01-16,2025-01-13,2
PO000722,2024-06-25,S014,P0113,W01,105,103,632.42,3357.23,2024-07-29,2024-07-27,0
PO000723,2024-03-05,S004,P0014,W01,99,95,399.69,2877.09,2024-03-24,2024-03-22,3
PO000724,2025-02-20,S007,P0018,W02,105,103,144.14,359.03,2025-03-13,2025-03-11,2
PO000725,2024-06-17,S006,P0020,W01,68,67,561.56,1257.8,2024-06-23,2024-06-23,3
PO000726,2025-03-07,S018,P0007,W01,172,168,722.53,2702.15,2025-03-23,2025-03-23,1
PO000727,2025-05-17,S007,P0107,W01,176,167,131.46,670.11,2025-06-07,2025-06-04,1
PO000728,2025-09-12,S001,P0006,W02,28,27,814.93,1498.54,2025-10-10,2025-10-07,1
PO000729,2024-12-27,S007,P0034,W03,25,24,546.57,793.85,2025-01-17,2025-01-18,1
PO000730,2024-01-04,S012,P0100,W03,21,21,484.96,501.2,2024-02-01,2024-02-05,0
PO000731,2024-07-24,S020,P0120,W03,75,73,107.76,223.76,2024-08-12,2024-08-10,1
PO000732,2025-09-15,S002,P0019,W02,26,25,105.41,120.16,2025-09-26,2025-09-23,0
PO000733,2025-01-24,S023,P0044,W04,127,125,529.9,3266.08,2025-02-12,2025-02-15,2
PO000734,2025-03-28,S009,P0022,W02,218,209,879.46,4354.88,2025-04-25,2025-05-03,9
PO000735,2024-11-30,S009,P0024,W03,156,150,334.75,1015.76,2024-12-28,2025-01-07,5
PO000736,2024-04-28,S001,P0114,W03,204,199,908.2,4804.68,2024-05-26,2024-05-28,4
PO000737,2025-10-17,S007,P0041,W01,36,35,786.37,1770.64,2025-11-07,2025-11-07,0
PO000738,2025-07-19,S012,P0074,W03,155,154,305.61,2322.87,2025-08-16,2025-08-13,2
PO000739,2025-12-28,S016,P0019,W02,161,158,105.41,916.97,2026-01-12,2026-01-11,1
PO000740,2025-09-17,S020,P0035,W03,101,100,454.03,979.8,2025-10-06,2025-10-10,1
PO000741,2024-07-31,S014,P0044,W02,165,157,529.9,2957.77,2024-09-03,2024-09-10,0
PO000742,2024-07-04,S003,P0071,W02,23,23,847.13,569.82,2024-07-20,2024-07-17,0
PO000743,2024-06-30,S010,P0109,W04,137,135,881.76,7510.22,2024-07-26,2024-08-01,2
PO000744,2025-11-02,S019,P0030,W02,181,171,85.93,365.6,2025-11-09,2025-11-07,2
PO000745,2025-02-11,S016,P0078,W01,89,86,96.99,268.49,2025-02-26,2025-02-24,1
PO000746,2024-11-28,S015,P0060,W01,45,45,905.63,2310.93,2024-12-15,2024-12-23,0
PO000747,2025-12-08,S013,P0096,W01,7,7,224.34,85.26,2025-12-24,2025-12-22,1
PO000748,2025-03-17,S013,P0041,W01,63,60,786.37,3341.99,2025-04-02,2025-03-30,1
PO000749,2025-10-26,S025,P0051,W03,181,178,109.49,1304.03,2025-11-21,2025-11-18,2
PO000750,2025-12-20,S015,P0075,W01,185,179,735.24,8893.44,2026-01-06,2026-01-06,4
PO000751,2024-02-28,S015,P0054,W01,137,135,43.24,356.71,2024-03-16,2024-03-16,0
PO000752,2024-09-21,S009,P0092,W01,60,58,923.46,1330.74,2024-10-19,2024-10-23,3
PO000753,2025-06-20,S013,P0002,W02,60,58,198.63,568.04,2025-07-06,2025-07-11,1
PO000754,2025-08-17,S018,P0042,W01,186,184,852.18,3474.07,2025-09-02,2025-08-30,2
PO000755,2024-04-18,S022,P0021,W03,130,130,168.7,985.49,2024-04-28,2024-04-28,1
PO000756,2024-08-20,S020,P0018,W04,173,167,144.14,1546.52,2024-09-08,2024-09-06,1
PO000757,2025-02-04,S017,P0007,W01,84,82,722.53,2770.2,2025-03-09,2025-03-22,6
PO000758,2025-08-07,S020,P0043,W01,185,178,140.11,926.2,2025-08-26,2025-08-23,3
PO000759,2024-03-23,S001,P0027,W02,106,102,910.96,7236.94,2024-04-20,2024-04-21,1
PO000760,2025-03-15,,P0091,W03,149,142,740.32,3700.18,2025-04-05,2025-04-15,0
PO000761,2024-08-04,S007,P0061,W01,188,184,282.04,1378.97,2024-08-25,2024-08-22,1
PO000762,2024-06-07,S017,P0095,W04,80,76,21.13,77.06,2024-07-10,2024-07-12,4
PO000763,2025-01-11,S019,P0107,W01,174,170,131.46,964.55,2025-01-18,2025-01-26,1
PO000764,2024-10-29,S004,P0095,W03,145,143,21.13,108.79,2024-11-17,2024-11-25,3
PO000765,2025-04-09,S005,P0051,W01,111,107,109.49,380.6,2025-04-29,2025-04-28,0
PO000766,2024-08-20,S013,P0117,W03,183,176,31.42,429.35,2024-09-05,2024-09-02,2
PO000767,2025-08-24,S025,P0047,W02,99,95,272.92,997.46,2025-09-19,2025-09-25,3
PO000768,2024-02-27,S001,P0099,W03,166,158,122.77,982.87,2024-03-26,2024-03-23,2
PO000769,2025-09-22,S022,P0021,W01,21,20,168.7,71.48,2025-10-02,2025-10-06,1
PO000770,2024-01-22,S005,P0117,W04,190,183,31.42,256.13,2024-02-11,2024-02-08,2
PO000771,2025-06-21,S007,P0037,W03,212,208,320.34,3067.71,2025-07-12,2025-07-09,3
PO000772,2024-09-10,S016,P0076,W04,216,214,631.28,4915.4,2024-09-25,2024-09-22,3
PO000773,2024-10-07,S019,P0043,W01,186,176,140.11,450.39,2024-10-14,2024-10-13,3
PO000774,2024-01-14,S022,P0028,W01,153,145,462.33,3303.66,2024-01-24,2024-01-21,1
PO000775,2025-05-28,S001,P0040,W01,164,160,28.36,81.8,2025-06-25,2025-06-22,0
PO000776,2024-04-30,S002,P0073,W01,204,198,496.76,2865.26,2024-05-11,2024-05-08,1
PO000777,2025-04-26,S012,P0014,W01,161,156,399.69,4591.22,2025-05-24,2025-05-21,3
PO000778,2025-06-14,S014,P0024,W04,63,62,334.75,752.49,2025-07-18,2025-07-15,4
PO000779,2025-09-09,S007,P0111,W02,39,39,291.49,457.23,2025-09-30,2025-09-29,0
PO000780,2025-06-01,S016,P0011,W02,214,210,558.22,5558.52,2025-06-16,2025-06-13,2
PO000781,2024-08-08,S007,P0087,W04,34,33,572.62,1315.36,2024-08-29,2024-08-26,0
PO000782,2025-06-23,S024,P0037,W02,200,196,320.34,1955.62,2025-07-02,2025-06-30,2
PO000783,2025-08-26,S005,P0039,W03,206,203,421.45,6270.9,2025-09-15,2025-09-17,3
PO000784,2024-08-19,S017,P0044,W02,13,13,529.9,411.36,2024-09-21,2024-09-27,0
PO000785,2024-03-31,S014,P0046,W01,178,175,641.25,2571.59,2024-05-04,2024-05-01,3
PO000786,2025-10-12,S003,P0086,W04,131,127,176.87,1396.04,2025-10-28,2025-11-01,0
PO000787,2024-04-18,S016,P0097,W01,88,83,132.18,680.7,2024-05-03,2024-04-30,2
PO000788,2025-03-10,S004,P0044,W01,113,111,529.9,3138.92,2025-03-29,2025-04-03,2
PO000789,2024-06-21,S014,P0021,W02,97,96,168.7,635.48,2024-07-25,2024-07-23,3
PO000790,2024-04-02,S016,P0001,W02,180,177,437.34,4929.83,2024-04-17,2024-04-20,3
PO000791,2025-07-21,S002,P0087,W01,93,91,572.62,3545.99,2025-08-01,2025-08-02,1
PO000792,2024-04-15,S006,P0111,W01,32,32,291.49,179.27,2024-04-21,2024-04-20,0
PO000793,2025-05-04,S008,P0005,W03,90,87,174.52,586.1,2025-05-13,2025-05-16,0
PO000794,2025-05-21,S024,P0071,W02,118,116,847.13,4725.09,2025-05-30,2025-05-27,1
PO000795,2024-02-14,S006,P0027,W01,101,99,910.96,6794.0,2024-02-20,2024-02-26,3
PO000796,2024-05-06,S024,P0026,W03,112,110,29.48,147.2,2024-05-15,2024-05-12,3
PO000797,2025-08-03,S014,P0100,W04,217,213,484.96,3625.46,2025-09-06,2025-09-11,6
PO000798,2025-01-05,S024,P0031,W01,90,86,466.43,873.83,2025-01-14,2025-01-11,2
PO000799,2024-03-29,S021,P0037,W01,180,176,320.34,2971.95,2024-04-27,2024-04-27,1
PO000800,2025-12-25,S008,P0015,W01,218,213,47.2,650.91,2026-01-03,2026-01-10,5
PO000801,2024-07-12,S014,P0109,W03,183,176,881.76,12008.36,2024-08-15,2024-08-16,3
PO000802,2024-01-03,S018,P0109,W01,121,117,881.76,5705.71,2024-01-19,2024-01-19,0
PO000803,2025-11-06,S002,P0110,W01,217,213,382.52,4295.28,2025-11-17,2025-11-21,1
PO000804,2024-01-13,S017,P0028,W02,93,91,462.33,2104.76,2024-02-15,2024-02-15,6
PO000805,2025-02-08,S012,P0023,W02,65,62,555.36,2188.42,2025-03-08,2025-03-05,1
PO000806,2025-12-26,S001,P0113,W03,189,186,632.42,5424.34,2026-01-23,2026-01-24,2
PO000807,2025-02-26,S022,P0074,W01,202,194,305.61,1950.78,2025-03-08,2025-03-05,6
PO000808,2025-03-03,S007,P0032,W01,34,33,470.25,582.22,2025-03-24,2025-03-21,0
PO000809,2024-10-10,S022,P0006,W01,73,72,814.93,3404.18,2024-10-20,2024-10-26,0
PO000810,2024-04-02,S006,P0096,W01,66,65,224.34,954.89,2024-04-08,2024-04-12,0
PO000811,2025-02-22,S014,P0097,W03,181,175,132.18,1246.41,2025-03-28,2025-03-25,2
PO000812,2025-10-17,S010,P0002,W04,64,63,198.63,746.5,2025-11-12,2025-11-14,1
PO000813,2024-03-07,S023,P0058,W01,147,146,769.37,1704.48,2024-03-26,2024-03-23,3
PO000814,2025-10-05,S024,P0058,W01,205,200,769.37,11477.36,2025-10-14,2025-10-11,1
PO000815,2024-10-30,S020,P0056,W03,200,197,357.41,1870.09,2024-11-18,2024-11-15,3
PO000816,2025-01-26,S022,P0045,W02,194,189,110.28,659.04,2025-02-05,2025-02-03,3
PO000817,2024-04-30,S020,P0040,W01,118,116,28.36,102.21,2024-05-19,2024-05-16,3
PO000818,2025-03-30,S008,P0041,W01,135,131,786.37,3375.78,2025-04-08,2025-04-08,3
PO000819,2024-05-13,S024,P0111,W01,160,150,291.49,1216.93,2024-05-22,2024-05-20,4
PO000820,2024-07-18,S014,P0120,W01,73,72,107.76,128.35,2024-08-21,2024-08-25,2
PO000821,2025-06-11,S009,P0014,W01,112,109,399.69,3217.62,2025-07-09,2025-07-19,3
PO000822,2024-02-06,S005,P0087,W02,105,104,572.62,2392.42,2024-02-26,2024-02-23,1
PO000823,2024-11-22,S018,P0069,W04,177,171,847.96,3591.31,2024-12-08,2024-12-13,4
PO000824,2025-03-10,S007,P0031,W01,127,123,466.43,2476.67,2025-03-31,2025-03-28,3
PO000825,2024-04-06,S017,P0023,W01,100,98,555.36,2707.49,2024-05-09,2024-05-18,9
PO000826,2024-08-03,S002,P0091,W01,121,117,740.32,5381.7,2024-08-14,2024-08-11,0
PO000827,2024-09-08,S016,P0044,W04,42,42,529.9,1016.89,2024-09-23,2024-09-28,0
PO000828,2025-04-30,S017,P0016,W04,60,57,473.34,1536.86,2025-06-02,2025-06-13,1
PO000829,2025-12-14,S014,P0117,W01,177,170,31.42,148.7,2026-01-17,2026-01-14,1
PO000830,2025-09-03,S017,P0112,W02,33,32,468.25,1031.28,2025-10-06,2025-10-11,2
PO000831,2024-05-18,S025,P0051,W02,151,147,109.49,1098.12,2024-06-13,2024-06-27,6
PO000832,2024-01-14,S021,P0052,W04,200,190,870.88,3458.26,2024-02-12,2024-02-09,4
PO000833,2024-02-07,S011,P0051,W01,151,143,109.49,616.39,2024-03-11,2024-03-08,2
PO000834,2025-03-11,S022,P0023,W03,142,138,555.36,5123.52,2025-03-21,2025-03-18,3
PO000835,2024-04-24,S024,P0013,W03,159,155,87.55,441.84,2024-05-03,2024-04-30,3
PO000836,2024-06-18,S005,P0033,W03,36,36,891.43,669.02,2024-07-08,2024-07-05,0
PO000837,2025-09-11,S009,P0047,W02,34,31,272.92,168.58,2025-10-09,2025-10-15,2
PO000838,2025-09-30,S019,P0019,W04,217,210,105.41,612.72,2025-10-07,2025-10-07,1
PO000839,2025-09-05,S013,P0005,W04,96,95,174.52,473.6,2025-09-21,2025-09-18,1
PO000840,2024-07-04,S004,P0112,W02,93,91,468.25,2601.94,2024-07-23,2024-07-27,1
PO000841,2025-03-28,S012,P0106,W02,39,39,704.12,435.99,2025-04-25,2025-04-22,3
PO000842,2025-03-22,S010,P0037,W01,162,159,320.34,2510.76,2025-04-17,2025-04-14,1
PO000843,2024-05-15,S019,P0074,W01,12,12,305.61,257.81,2024-05-22,2024-05-25,1
PO000844,2025-02-08,S013,P0018,W03,42,41,144.14,432.65,2025-02-24,2025-02-21,0
PO000845,2025-01-18,S004,P0112,W01,53,53,468.25,1268.44,2025-02-06,2025-02-06,1
PO000846,2024-10-16,S002,P0098,W02,205,200,646.35,5156.86,2024-10-27,2024-10-31,5
PO000847,2025-07-03,S008,P0022,W02,209,200,879.46,6351.66,2025-07-12,2025-07-16,2
PO000848,2025-05-10,S004,P0026,W03,22,21,29.48,30.35,2025-05-29,2025-06-06,0
PO000849,2025-01-24,S022,P0040,W02,34,32,28.36,63.34,2025-02-03,2025-01-31,1
PO000850,2025-06-14,S007,P0012,W02,210,209,620.16,3813.21,2025-07-05,2025-07-02,1
PO000851,2025-07-11,S016,P0042,W02,141,136,852.18,3105.92,2025-07-26,2025-07-23,1
PO000852,2025-02-18,S004,P0081,W01,161,155,890.48,3718.97,2025-03-09,2025-03-16,2
PO000853,2024-07-14,S012,P0088,W01,127,123,831.84,4735.84,2024-08-11,2024-08-13,1
PO000854,2025-07-08,S024,P0001,W03,53,51,437.34,834.08,2025-07-17,2025-07-15,0
PO000855,2025-06-08,S017,P0043,W02,162,157,140.11,1608.57,2025-07-11,2025-07-18,10
PO000856,2025-12-19,S008,P0100,W02,43,42,484.96,815.4,2025-12-28,2025-12-25,1
PO000857,2024-04-19,S019,P0105,W01,11,11,681.91,412.9,2024-04-26,2024-04-27,0
PO000858,2024-11-02,S013,P0068,W01,184,179,942.82,11363.27,2024-11-18,2024-11-20,1
PO000859,2025-11-06,S006,P0089,W01,86,86,193.04,1069.87,2025-11-12,2025-11-09,2
PO000860,2025-01-11,S025,P0030,W01,13,13,85.93,29.08,2025-02-06,2025-02-03,0
PO000861,2025-11-20,S024,P0105,W03,98,94,681.91,3911.84,2025-11-29,2025-11-27,2
PO000862,2024-01-10,S015,P0057,W03,29,28,789.66,1206.64,2024-01-27,2024-01-30,2
PO000863,2024-01-26,S001,P0084,W01,106,103,790.91,3556.69,2024-02-23,2024-02-27,1
PO000864,2025-08-04,S011,P0032,W01,149,143,470.25,4540.01,2025-09-06,2025-09-08,3
PO000865,2024-09-19,S013,P0021,W02,77,73,168.7,478.99,2024-10-05,2024-10-02,0
PO000866,2025-01-15,S024,P0064,W04,21,21,889.75,348.33,2025-01-24,2025-01-29,0
PO000867,2024-11-08,S019,P0063,W01,196,190,249.12,792.97,2024-11-15,2024-11-12,4
PO000868,2024-10-25,S006,P0069,W04,121,119,847.96,5455.99,2024-10-31,2024-10-29,1
PO000869,2025-11-17,S013,P0097,W02,9,8,132.18,50.87,2025-12-03,2025-11-30,0
PO000870,2024-03-09,S005,P0093,W02,128,126,479.7,3745.72,2024-03-29,2024-03-26,1
PO000871,2025-07-18,S012,P0037,W01,203,194,320.34,4471.54,2025-08-15,2025-08-12,2
PO000872,2025-10-12,S014,P0056,W01,8,8,357.41,150.84,2025-11-15,2025-11-23,0
PO000873,2025-04-25,S013,P0011,W01,174,167,558.22,4683.33,2025-05-11,2025-05-16,2
PO000874,2024-10-15,S011,P0095,W03,86,85,21.13,47.15,2024-11-17,2024-11-17,1
PO000875,2024-04-26,S011,P0017,W02,157,155,318.73,2444.63,2024-05-29,2024-05-29,2
PO000876,2025-05-13,S020,P0009,W03,11,11,415.03,207.7,2025-06-01,2025-05-29,0
PO000877,2024-12-08,S013,P0063,W03,199,195,249.12,2550.39,2024-12-24,2024-12-21,1
PO000878,2024-04-19,S002,P0111,W02,212,209,291.49,2742.45,2024-04-30,2024-04-27,4
PO000879,2024-09-19,S019,P0046,W02,123,119,641.25,3889.85,2024-09-26,2024-09-28,4
PO000880,2025-12-03,S016,P0023,W03,51,47,555.36,1706.83,2025-12-18,2025-12-20,1
PO000881,2024-07-12,S018,P0023,W03,37,37,555.36,1407.34,2024-07-28,2024-07-25,0
PO000882,2024-05-10,S018,P0101,W02,153,147,662.0,4675.2,2024-05-26,2024-05-28,2
PO000883,2025-05-13,S005,P0080,W02,175,172,255.24,2972.59,2025-06-02,2025-05-30,1
PO000884,2024-05-25,S025,P0060,W04,149,145,905.63,6872.81,2024-06-20,2024-06-17,2
PO000885,2025-11-03,S025,P0112,W04,111,108,468.25,1885.36,2025-11-29,2025-12-03,3
PO000886,2025-09-19,S004,P0013,W02,171,171,87.55,554.29,2025-10-08,2025-10-12,1
PO000887,2025-12-19,S006,P0074,W01,163,161,305.61,3029.91,2025-12-25,2025-12-30,5
PO000888,2025-10-29,S007,P0044,W01,77,77,529.9,1794.34,2025-11-19,2025-11-16,0
PO000889,2024-06-27,S025,P0029,W01,172,167,745.34,7908.95,2024-07-23,2024-07-20,3
PO000890,2024-06-04,S024,P0111,W03,44,43,291.49,632.42,2024-06-13,2024-06-14,0
PO000891,2024-09-07,S007,P0115,W01,181,177,277.83,885.56,2024-09-28,2024-09-28,3
PO000892,2024-12-09,S016,P0101,W01,119,115,662.0,3471.6,2024-12-24,2024-12-23,2
PO000893,2025-10-05,S007,P0018,W02,165,160,144.14,1062.54,2025-10-26,2025-10-27,0
PO000894,2025-06-20,S001,P0087,W02,154,151,572.62,5076.88,2025-07-18,2025-07-17,1
PO000895,2025-04-16,S006,P0044,W02,25,25,529.9,829.66,2025-04-22,2025-04-19,1
PO000896,2025-10-04,S002,P0046,W03,167,161,641.25,2371.41,2025-10-15,2025-10-13,3
PO000897,2025-04-17,S022,P0024,W03,173,168,334.75,3017.38,2025-04-27,2025-04-26,2
PO000898,2024-10-04,S020,P0071,W02,15,15,847.13,723.67,2024-10-23,2024-10-26,1
PO000899,2024-10-28,S005,P0103,W04,53,52,196.19,679.07,2024-11-17,2024-11-17,0
PO000900,2025-01-12,S015,P0028,W03,166,162,462.33,3441.24,2025-01-29,2025-01-26,4
PO000901,2024-03-05,S006,P0065,W01,82,78,163.06,233.12,2024-03-11,2024-03-08,1
PO000902,2025-06-26,S015,P0078,W02,29,28,96.99,55.31,2025-07-13,2025-07-15,1
PO000903,2025-04-22,S023,P0076,W02,188,180,631.28,4833.21,2025-05-11,2025-05-12,2
PO000904,2025-06-18,S022,P0032,W01,117,115,470.25,3212.27,2025-06-28,2025-07-01,2
PO000905,2025-01-25,S021,P0004,W01,89,85,553.62,3539.84,2025-02-23,2025-02-20,4
PO000906,2025-07-26,S007,P0100,W02,124,123,484.96,2253.5,2025-08-16,2025-08-15,3
PO000907,2025-11-25,S005,P0072,W04,90,88,849.63,4082.47,2025-12-15,2025-12-12,0
PO000908,2025-02-20,S005,P0085,W01,32,30,152.39,283.19,2025-03-12,2025-03-10,1
PO000909,2024-11-20,S004,P0064,W03,125,119,889.75,2153.1,2024-12-09,2025-01-02,1
PO000910,2024-03-17,S016,P0047,W01,212,209,272.92,2679.16,2024-04-01,2024-04-04,2
PO000911,2025-07-23,S017,P0031,W02,209,204,466.43,1920.56,2025-08-25,2025-08-28,13
PO000912,2025-10-22,S023,P0080,W01,142,140,255.24,1562.23,2025-11-10,2025-11-09,2
